Sentence,Label
"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200",0
The building will house product development and test laboratories .,1
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",1
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",1
"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .",2
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,2
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",1
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",1
The group 's net sales in 2007 were EUR683 .6 m.,1
"The shares shall be repurchased through public trading , for which reason the shares are repurchased otherwise than in proportion to the holdings of the shareholders .",1
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,1
Competition authorities will have to approve the deal before it can be finalized .,1
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",1
Sales increased due to growing market rates and increased operations .,2
"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",1
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,2
They will be sunk to a depth of some 360-380 metres and fixed to the bottom mud by vacuum .,1
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",2
"The company can not give up palm oil altogether , however .",1
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",1
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",1
The divested activities had net sales of EUR 145.1 million in 2009 and an operating profit of EUR 8.9 million .,1
"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full .",1
"According to Finnair Technical Services , the measure is above all due to the employment situation .",1
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,0
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",2
The sale price was not disclosed .,1
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",1
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",1
Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,1
Olvi has posted a strong set of figures for the first six months of this year .,2
NWC ANALYSIS :,1
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",0
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",1
"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",1
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",0
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .",1
"Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results .",1
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,1
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",1
Why not subscribe to the magazine ?,1
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,2
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",1
"If Honkarakenne starts production there , it will need a partner for sawmill operations .",1
"Founded in 2000 , BioView automates laboratory tests , especially diagnostic tests for cancer .",1
"After the transaction , Tikkurila has no powder coatings related operations .",1
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications .",1
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",2
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % .",0
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",1
The center will be built in the Kapuli district of Mantsala beside the Hanko-Mantsala-Porvoo road near the new direct rail link between Lahti and Jarvenpaa .,1
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,2
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",2
Finnlines will announce in week 17 of 2006 what measures it will take to tackle the situation .,1
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",2
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,2
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",2
"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services .",1
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,1
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",2
"The record date for dividend distribution is March 14 , 2008 .",1
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,1
"The company is owned by the State of Finland and the European Aeronautic Defense and Space Company EADS N.V. Tekla is an international software company that provides solutions for building and construction , energy distribution and municipalities .",1
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",2
"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .",0
"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",1
"Nokia shares hit 13.21 euros on Friday , down 50 percent from the start of the year in part because of the slow introduction of touch-screen models .",0
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,1
